Short Name,Title,Ages,Genders,PA Type,PA Measurement,Factor,Factor Measurement,Tested,Positive,Negative,Notes
Cain 2017,Developing and validating an abbreviated version of the microscale audit for pedestrian streetscapes (MAPS-abbreviated),14.1 (1.4),All,MVPA,accelerometer,Cul-de-sacs,Audit,1,0,0,
Cain 2017,Developing and validating an abbreviated version of the microscale audit for pedestrian streetscapes (MAPS-abbreviated),14.1 (1.4),All,MVPA,accelerometer,Pedestrian friendliness,Audit,2,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,light PA,accelerometer,Walkability Index,GIS,1,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,light PA,accelerometer,Street Connectivity,GIS,1,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,light PA,accelerometer,POI Availability,GIS,1,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,light PA,accelerometer,Traffic Safety,GIS,5,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,light PA,accelerometer,Walking Amenities,GIS,1,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,light PA,accelerometer,Recreation Density,GIS,7,1,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,light PA,accelerometer,Cul-de-sacs,GIS,1,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,MVPA,accelerometer,Walkability Index,GIS,1,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,MVPA,accelerometer,Street Connectivity,GIS,1,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,MVPA,accelerometer,POI Availability,GIS,1,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,MVPA,accelerometer,Traffic Safety,GIS,5,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,MVPA,accelerometer,Walking Amenities,GIS,1,0,0,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,MVPA,accelerometer,Recreation Density,GIS,7,0,1,
Campbell 2023,The neighborhood physical environment and the 24-hour movement behavior composition among children,10-13,All,MVPA,accelerometer,Cul-de-sacs,GIS,1,0,0,
Chalikavada 2021,The association between neighbourhood walkability and after-school physical activity in Australian schoolchildren,8-14,All,after-school PA,self-report,Walkability Index,GIS,15,2,0,Did the annoying stratification of walk score
Cheah 2012,"Environment factors associated with adolescents' body mass index, physical activity and physical fitness in Kuching South City, Sarawak: a cross-sectional study",14-16,All,total PA,self-report,Residential density,self-report,1,0,0,
Cheah 2012,"Environment factors associated with adolescents' body mass index, physical activity and physical fitness in Kuching South City, Sarawak: a cross-sectional study",14-16,All,total PA,self-report,POI Availability,self-report,1,0,0,
Cheah 2012,"Environment factors associated with adolescents' body mass index, physical activity and physical fitness in Kuching South City, Sarawak: a cross-sectional study",14-16,All,total PA,self-report,Accessibility,self-report,1,0,0,
Cheah 2012,"Environment factors associated with adolescents' body mass index, physical activity and physical fitness in Kuching South City, Sarawak: a cross-sectional study",14-16,All,total PA,self-report,Street Connectivity,self-report,1,0,0,
Cheah 2012,"Environment factors associated with adolescents' body mass index, physical activity and physical fitness in Kuching South City, Sarawak: a cross-sectional study",14-16,All,total PA,self-report,Walking amenities,self-report,1,0,0,
Cheah 2012,"Environment factors associated with adolescents' body mass index, physical activity and physical fitness in Kuching South City, Sarawak: a cross-sectional study",14-16,All,total PA,self-report,Aesthetics,self-report,1,0,0,
Cheah 2012,"Environment factors associated with adolescents' body mass index, physical activity and physical fitness in Kuching South City, Sarawak: a cross-sectional study",14-16,All,total PA,self-report,Traffic Safety,self-report,1,0,0,
Cheah 2012,"Environment factors associated with adolescents' body mass index, physical activity and physical fitness in Kuching South City, Sarawak: a cross-sectional study",14-16,All,total PA,self-report,Crime Safety,self-report,1,0,0,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,3-4,All,MVPA,accelerometer,Walkability Index,GIS,4,0,0,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,3-4,All,light PA,accelerometer,Walkability Index,GIS,2,0,0,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,3-4,All,step count,accelerometer,Walkability Index,GIS,2,0,0,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,5-11,All,MVPA,accelerometer,Walkability Index,GIS,4,0,0,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,5-11,All,light PA,accelerometer,Walkability Index,GIS,2,0,0,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,5-11,All,step count,accelerometer,Walkability Index,GIS,2,0,0,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,12-17,All,MVPA,accelerometer,Walkability Index,GIS,4,3,0,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,12-17,All,light PA,accelerometer,Walkability Index,GIS,2,0,2,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,12-17,All,step count,accelerometer,Walkability Index,GIS,2,0,0,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,3-4,All,other PA,parent-report,Walkability Index,GIS,1,0,0,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,5-11,All,other PA,parent-report,Walkability Index,GIS,6,0,4,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,12-17,All,recreational PA,self-report,Walkability Index,GIS,6,0,2,Again does annoying stratified walkability
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,12-17,All,household PA,self-report,Walkability Index,GIS,6,0,3,
Colley 2019,The association between walkable neighbourhoods and physical activity across the lifespan,12-17,All,other PA ,self-report,Walkability Index,GIS,6,0,1,Calls it total PA
D’Haese 2014,"The association between objective walkability, neighborhood socio-economic status, and physical activity in Belgian children",9-12,All,MVPA,accelerometer,Walkability Index,GIS,2,0,0,
D’Haese 2014,"The association between objective walkability, neighborhood socio-economic status, and physical activity in Belgian children",9-12,All,organized PA,self-report,Walkability Index,GIS,1,0,1,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,other PA,parent-report,POI Availability,parent-report,2,0,0,Included recreation spaces that may be outside neighborhood
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,other PA,parent-report,Residential density,parent-report,3,1,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,other PA,parent-report,Street Connectivity,parent-report,3,0,2,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,other PA,parent-report,Accessibility,parent-report,4,3,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,other PA,parent-report,Walking amenities,parent-report,3,1,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,other PA,parent-report,Aesthetics,parent-report,2,0,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,other PA,parent-report,Traffic Safety,parent-report,3,1,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,other PA,parent-report,Crime safety,parent-report,3,2,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,other PA,parent-report,Recreation Density,parent-report,4,3,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,MVPA,accelerometer,POI Availability,parent-report,1,0,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,MVPA,accelerometer,Residential density,parent-report,1,0,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,MVPA,accelerometer,Street Connectivity,parent-report,1,0,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,MVPA,accelerometer,Accessibility,parent-report,1,0,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,MVPA,accelerometer,Walking amenities,parent-report,1,0,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,MVPA,accelerometer,Aesthetics,parent-report,1,0,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,MVPA,accelerometer,Traffic Safety,parent-report,1,0,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,MVPA,accelerometer,Crime safety,parent-report,1,0,0,
D'Haese 2015,The association between the parental perception of the physical neighborhood environment and children's location-specific physical activity,9-12,All,MVPA,accelerometer,Recreation Density,parent-report,1,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,VPA,self-report,POI Availability,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,VPA,self-report,Recreation Density,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,VPA,self-report,Residential density,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,VPA,self-report,Accessibility,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,VPA,self-report,Street Connectivity,parent-report,2,0,1,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,VPA,self-report,Walking amenities,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,VPA,self-report,Aesthetics,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,VPA,self-report,Traffic Safety,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,VPA,self-report,Crime Safety,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,MPA,self-report,POI Availability,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,MPA,self-report,Recreation Density,parent-report,2,1,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,MPA,self-report,Residential density,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,MPA,self-report,Accessibility,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,MPA,self-report,Street Connectivity,parent-report,2,0,1,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,MPA,self-report,Walking amenities,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,MPA,self-report,Aesthetics,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,MPA,self-report,Traffic Safety,parent-report,2,0,0,
Datar 2015,Neighborhood environment and children's physical activity and body mass index: Evidence from military personnel installation assignments,12-13,All,MPA,self-report,Crime Safety,parent-report,2,1,0,
De Meester 2012,Active living neighborhoods: is neighborhood walkability a key element for Belgian adolescents?,13-15,All,MVPA,accelerometer,Walkability Index,GIS,2,1,0,
De Meester 2012,Active living neighborhoods: is neighborhood walkability a key element for Belgian adolescents?,13-15,All,CPM,accelerometer,Walkability Index,GIS,2,1,0,
De Meester 2012,Active living neighborhoods: is neighborhood walkability a key element for Belgian adolescents?,13-15,All,organized PA,self-report,Walkability Index,GIS,2,0,0,
De Meester 2013,Do psychosocial factors moderate the association between neighborhood walkability and adolescents' physical activity?,13-15,All,MPA,accelerometer,Walkability Index,GIS,2,1,0,Positive association only in low-income neighborhoods
De Meester 2013,Do psychosocial factors moderate the association between neighborhood walkability and adolescents' physical activity?,13-15,All,VPA,accelerometer,Walkability Index,GIS,2,1,0,
De Meester 2013,Do psychosocial factors moderate the association between neighborhood walkability and adolescents' physical activity?,13-15,All,total PA,accelerometer,Walkability Index,GIS,2,1,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,other PA,parent-report,Residential density,parent-report,1,0,0,Called it total PA but it was sum of active transport and sports participation
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,other PA,parent-report,POI Availability,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,other PA,parent-report,Accessibility,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,other PA,parent-report,Street Connectivity,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,other PA,parent-report,Walking Amenities,parent-report,1,1,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,other PA,parent-report,Aesthetics,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,other PA,parent-report,Traffic Safety,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,other PA,parent-report,Crime Safety,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,other PA,parent-report,Recreation Density,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,step count,accelerometer/pedometer,Residential density,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,step count,accelerometer/pedometer,POI Availability,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,step count,accelerometer/pedometer,Accessibility,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,step count,accelerometer/pedometer,Street Connectivity,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,step count,accelerometer/pedometer,Walking Amenities,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,step count,accelerometer/pedometer,Aesthetics,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,step count,accelerometer/pedometer,Traffic Safety,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Boys,step count,accelerometer/pedometer,Crime Safety,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-13,Boys,step count,accelerometer/pedometer,Recreation Density,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,other PA,parent-report,Residential density,parent-report,1,1,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,other PA,parent-report,POI Availability,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,other PA,parent-report,Accessibility,parent-report,1,1,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,other PA,parent-report,Street Connectivity,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,other PA,parent-report,Walking Amenities,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,other PA,parent-report,Aesthetics,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,other PA,parent-report,Traffic Safety,parent-report,1,1,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,other PA,parent-report,Crime Safety,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,other PA,parent-report,Recreation Density,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,step count,accelerometer/pedometer,Residential density,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,step count,accelerometer/pedometer,POI Availability,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,step count,accelerometer/pedometer,Accessibility,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,step count,accelerometer/pedometer,Street Connectivity,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,step count,accelerometer/pedometer,Walking Amenities,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,step count,accelerometer/pedometer,Aesthetics,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,step count,accelerometer/pedometer,Traffic Safety,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-12,Girls,step count,accelerometer/pedometer,Crime Safety,parent-report,1,0,0,
De Meester 2014,Parental perceived neighborhood attributes: associations with active transport and physical activity among 10-12 year old children and the mediating role of independent mobility,10-13,Girls,step count,accelerometer/pedometer,Recreation Density,parent-report,1,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Girls,leisure walking,self-report,POI Availability,self-report,12,2,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Girls,leisure walking,self-report,Recreation Density,self-report,6,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Girls,leisure walking,self-report,Street Connectivity,self-report,6,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Girls,leisure walking,self-report,Walking amenities,self-report,6,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Girls,leisure walking,self-report,Aesthetics,self-report,6,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Girls,leisure walking,self-report,Traffic Safety,self-report,6,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Girls,leisure walking,self-report,Crime Safety,self-report,6,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Girls,leisure walking,self-report,Recreation Density,GIS,18,2,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Girls,leisure walking,self-report,Residential density,GIS,6,2,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Girls,leisure walking,self-report,Street Connectivity,GIS,18,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Girls,leisure walking,self-report,Walkability Index,GIS,6,2,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Boys,leisure walking,self-report,POI Availability,self-report,12,2,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Boys,leisure walking,self-report,Recreation Density,self-report,6,4,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Boys,leisure walking,self-report,Street Connectivity,self-report,6,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Boys,leisure walking,self-report,Walking amenities,self-report,6,2,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Boys,leisure walking,self-report,Aesthetics,self-report,6,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Boys,leisure walking,self-report,Traffic Safety,self-report,6,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Boys,leisure walking,self-report,Crime Safety,self-report,6,2,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Boys,leisure walking,self-report,Recreation Density,GIS,18,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Boys,leisure walking,self-report,Residential density,GIS,6,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Boys,leisure walking,self-report,Street Connectivity,GIS,18,0,0,
Dias 2020,Neighborhood environmental factors associated leisure walking in adolescents,14-20,Boys,leisure walking,self-report,Walkability Index,GIS,6,0,0,
Doan 2025,Independent and joint associations of neighbourhood greenness and walkability with transportational and recreational physical activity among youth and adults in Canada,12-17,All,other PA,self-report,Walkability Index,GIS,1,0,0,
Duncan 2016,"Relations of neighborhood environment influences, physical activity, and active transportation to/from school across african american, latino american, and white girls in the united states",12.06 (1.69),Girls,MVPA,accelerometer,Walkability Index,GIS,1,0,0,
Duncan 2016,"Relations of neighborhood environment influences, physical activity, and active transportation to/from school across african american, latino american, and white girls in the united states",12.06 (1.69),Girls,MVPA,accelerometer,Recreation Density,GIS,1,0,0,
Duncan 2016,"Relations of neighborhood environment influences, physical activity, and active transportation to/from school across african american, latino american, and white girls in the united states",12.06 (1.69),Girls,MVPA,accelerometer,Accessibility,Self-report,1,1,0,
Durand 2012,Does community type moderate the relationship between parent perceptions of the neighborhood and physical activity in children?,11.7 (1.49),All,MVPA,accelerometer,Residential density,Parent-report,1,0,0,
Durand 2012,Does community type moderate the relationship between parent perceptions of the neighborhood and physical activity in children?,11.7 (1.49),All,MVPA,accelerometer,POI Availability,Parent-report,1,0,0,
Durand 2012,Does community type moderate the relationship between parent perceptions of the neighborhood and physical activity in children?,11.7 (1.49),All,MVPA,accelerometer,Accessibility,Parent-report,3,0,0,
Durand 2012,Does community type moderate the relationship between parent perceptions of the neighborhood and physical activity in children?,11.7 (1.49),All,MVPA,accelerometer,Street Connectivity,Parent-report,1,0,0,
Durand 2012,Does community type moderate the relationship between parent perceptions of the neighborhood and physical activity in children?,11.7 (1.49),All,MVPA,accelerometer,Walking amenities,Parent-report,2,1,0,
Durand 2012,Does community type moderate the relationship between parent perceptions of the neighborhood and physical activity in children?,11.7 (1.49),All,MVPA,accelerometer,Aesthetics,Parent-report,1,0,0,
Durand 2012,Does community type moderate the relationship between parent perceptions of the neighborhood and physical activity in children?,11.7 (1.49),All,MVPA,accelerometer,Traffic safety,Parent-report,1,0,0,
Durand 2012,Does community type moderate the relationship between parent perceptions of the neighborhood and physical activity in children?,11.7 (1.49),All,MVPA,accelerometer,Crime Safety,Parent-report,1,0,0,
Durand 2012,Does community type moderate the relationship between parent perceptions of the neighborhood and physical activity in children?,11.7 (1.49),All,MVPA,accelerometer,Cul-de-sac,Parent-report,1,0,1,
Gerards 2021,Do parenting practices moderate the association between the physical neighbourhood environment and changes in children's time spent at various physical activity levels? An exploratory longitudinal study,8-12,All,LPA,accelerometer,Recreation Density,audit,12,0,0,
Gerards 2021,Do parenting practices moderate the association between the physical neighbourhood environment and changes in children's time spent at various physical activity levels? An exploratory longitudinal study,8-12,All,LPA,accelerometer,Walkability Index,audit,6,0,0,
Gerards 2021,Do parenting practices moderate the association between the physical neighbourhood environment and changes in children's time spent at various physical activity levels? An exploratory longitudinal study,8-12,All,MVPA,accelerometer,Recreation Density,audit,12,0,0,
Gerards 2021,Do parenting practices moderate the association between the physical neighbourhood environment and changes in children's time spent at various physical activity levels? An exploratory longitudinal study,8-12,All,MVPA,accelerometer,Walkability Index,audit,6,0,0,
Graziose 2016,"Association between the built environment in school neighborhoods with physical activity among new york city children, 2012",10.59 (0.56),Boys,other PA,self-report,Crime safety,GIS,10,2,1,"Separated out light, medium, and heavy intensity"
Graziose 2016,"Association between the built environment in school neighborhoods with physical activity among new york city children, 2012",10.59 (0.56),Boys,other PA,self-report,Transit density,GIS,9,2,0,
Graziose 2016,"Association between the built environment in school neighborhoods with physical activity among new york city children, 2012",10.59 (0.56),Boys,other PA,self-report,Walkability Index,GIS,8,0,0,
Graziose 2016,"Association between the built environment in school neighborhoods with physical activity among new york city children, 2012",10.59 (0.56),Boys,other PA,self-report,Recreation Density,GIS,8,0,0,
Graziose 2016,"Association between the built environment in school neighborhoods with physical activity among new york city children, 2012",10.52 (0.53),Girls,other PA,self-report,Crime safety,GIS,8,0,0,
Graziose 2016,"Association between the built environment in school neighborhoods with physical activity among new york city children, 2012",10.52 (0.53),Girls,other PA,self-report,Transit density,GIS,8,0,0,
Graziose 2016,"Association between the built environment in school neighborhoods with physical activity among new york city children, 2012",10.52 (0.53),Girls,other PA,self-report,Walkability Index,GIS,9,0,0,
Graziose 2016,"Association between the built environment in school neighborhoods with physical activity among new york city children, 2012",10.52 (0.53),Girls,other PA,self-report,Recreation Density,GIS,9,0,0,
Hinckson 2017,Associations of the perceived and objective neighborhood environment with physical activity and sedentary time in New Zealand adolescents,12-18,All,MVPA,accelerometer,Residential density,Self-report,1,0,0,
Hinckson 2017,Associations of the perceived and objective neighborhood environment with physical activity and sedentary time in New Zealand adolescents,12-18,All,MVPA,accelerometer,Residential density,GIS,4,1,0,
Hinckson 2017,Associations of the perceived and objective neighborhood environment with physical activity and sedentary time in New Zealand adolescents,12-18,All,MVPA,accelerometer,POI Availability,Self-report,1,1,0,
Hinckson 2017,Associations of the perceived and objective neighborhood environment with physical activity and sedentary time in New Zealand adolescents,12-18,All,MVPA,accelerometer,Land use diversity,GIS,4,0,0,
Hinckson 2017,Associations of the perceived and objective neighborhood environment with physical activity and sedentary time in New Zealand adolescents,12-18,All,MVPA,accelerometer,Accessibility,Self-report,3,0,0,
Hinckson 2017,Associations of the perceived and objective neighborhood environment with physical activity and sedentary time in New Zealand adolescents,12-18,All,MVPA,accelerometer,Street Connectivity,Self-report,1,1,0,
Hinckson 2017,Associations of the perceived and objective neighborhood environment with physical activity and sedentary time in New Zealand adolescents,12-18,All,MVPA,accelerometer,Street Connectivity,GIS,4,0,0,
